,Player1,Player2,D,DD,DDD,DDL,DDV,DL,DLD,DLL,DLV,DV,DVD,DVL,DVV,L,LD,LDD,LDL,LDV,LL,LLD,LLL,LLV,LV,LVD,LVL,LVV,V,VD,VDD,VDL,VDV,VL,VLD,VLL,VLV,VV,VVD,VVL,VVV
893,25786,8951,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,1.0,4.0,,,6.0,2.0
894,25786,17438,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,
895,25786,18248,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0
896,25786,31633,1.0,,1.0,,,1.0,,,1.0,,,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,
897,25786,33217,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,3.0,,,,,
898,25786,35536,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0
899,25903,8640,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,25931,19202,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
901,26028,29284,,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,,,1.0,,,,,3.0,1.0,3.0,,3.0,2.0,2.0,1.0,6.0,1.0,,,1.0,1.0,1.0,2.0,1.0,5.0,2.0,,,1.0,
902,26064,3002,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
903,26064,10310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
904,26064,32114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
905,26064,52372,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,26069,30926,,,,,1.0,,2.0,,1.0,,,1.0,,,3.0,2.0,1.0,1.0,1.0,3.0,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
907,26113,53747,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
908,26138,5626,,,,2.0,1.0,,,,,,,,1.0,1.0,,,2.0,2.0,1.0,,2.0,3.0,2.0,,3.0,3.0,,,,,3.0,1.0,,,,,,3.0,1.0
909,26138,34969,,,,2.0,1.0,,,1.0,1.0,1.0,,2.0,,1.0,1.0,,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,,,,1.0,1.0,2.0,1.0,2.0,1.0,,,2.0,1.0
910,26255,10892,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
911,26401,6023,,,1.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,
912,26472,28183,,,,,,,,,,,,,,1.0,1.0,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,2.0,1.0,,
913,26472,37609,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,,,1.0,,2.0,,,,,,,
914,26671,18283,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
915,26671,34059,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
916,26810,5957,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,
917,26823,14832,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,1.0,,,,,1.0,
918,26823,27604,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,2.0,,1.0,,,,,
919,26950,20477,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
920,26950,31404,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,
921,26950,43166,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
922,27065,6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
923,27126,12842,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,
924,27197,10891,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,27236,2115,,1.0,4.0,2.0,1.0,3.0,3.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,
926,27236,21308,1.0,,2.0,3.0,1.0,1.0,,1.0,1.0,,1.0,4.0,,,1.0,2.0,1.0,,1.0,,3.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,
927,27236,23586,,2.0,2.0,3.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
928,27236,27271,,2.0,2.0,4.0,,1.0,1.0,2.0,,,3.0,2.0,,,1.0,2.0,2.0,,1.0,3.0,1.0,,,3.0,3.0,,,,,,,,,,,,,,
929,27236,36248,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,,,3.0,,,,1.0,2.0,1.0,,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
930,27236,41314,,,7.0,,,,3.0,,,,4.0,,,,3.0,4.0,,,,4.0,,,,5.0,,,,,,,,,,,,,,,
931,27236,52525,1.0,1.0,,,2.0,,1.0,,2.0,,,,1.0,,,1.0,,,,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,
932,27236,53900,,1.0,2.0,,1.0,,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,,,,2.0,,1.0,,3.0,,1.0,,,,,,,,,,,,,
933,27248,43660,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
934,27271,2115,1.0,,1.0,3.0,,1.0,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,3.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,2.0,3.0,1.0
935,27271,21308,,1.0,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,4.0,
936,27271,23586,,,2.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,
937,27271,27236,1.0,,1.0,,1.0,,,,4.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,3.0,,4.0,,,,3.0,1.0,3.0,,2.0
938,27271,36248,,1.0,1.0,2.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,,2.0,2.0,,1.0,1.0,,,,1.0,3.0,
939,27271,37711,,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.0
940,27271,38020,,1.0,,,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,
941,27271,41314,1.0,1.0,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,3.0,6.0,,,,3.0,,,,4.0,,
942,27271,52525,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,2.0,,2.0,,1.0,,1.0,1.0,1.0,,1.0
943,27318,33730,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
944,27321,3208,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,27321,3598,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,27321,12873,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
947,27321,27965,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
948,27321,31633,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
949,27321,31668,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,27321,33217,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,27321,47542,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,27321,47661,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,
953,27388,7157,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,
954,27388,22245,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,
955,27401,39574,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
956,27410,25587,1.0,2.0,2.0,1.0,,1.0,,3.0,2.0,1.0,3.0,5.0,1.0,,,3.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
957,27410,50033,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
958,27478,789,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
959,27478,3757,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
960,27552,18266,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,2.0,
961,27552,43506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,
962,27604,26823,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,1.0,
963,27628,48305,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,
964,27643,34890,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,27684,16077,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,1.0,1.0,1.0,,,,3.0,
966,27684,23057,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,2.0,
967,27684,31633,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
968,27684,34245,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
969,27684,35883,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,3.0,1.0
970,27684,42824,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,
971,27826,37530,,,,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,,4.0,
972,27915,1394,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,,,,1.0,,,,,
973,27915,33562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
974,27915,39444,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,
975,27958,27126,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,27965,3208,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,4.0,,,,,,,,,1.0,,,,,
977,27965,17741,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,1.0
978,27965,17802,1.0,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,1.0,,
979,27965,20477,1.0,,,,2.0,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,3.0,,1.0,,1.0,
980,27965,32718,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,2.0,1.0,,,1.0,1.0
981,27965,33181,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,2.0,,,5.0,
982,27965,42535,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
983,27965,51544,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
984,28005,32648,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
985,28072,3715,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,28072,3757,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,5.0,
987,28105,4898,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,
988,28183,6713,,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,1.0,
989,28324,4294,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,28324,22144,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,
991,28324,27684,,,,,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,5.0,,,,,,,1.0,,2.0,,,,,
992,28324,35536,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
993,28324,42824,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
994,28324,48420,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
995,28331,376,,,,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,1.0
996,28331,2444,,,,2.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0
997,28331,14412,,,,,1.0,,,1.0,1.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,2.0,2.0
998,28331,15386,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,
999,28331,16360,,,1.0,,2.0,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,2.0,,1.0,2.0
1000,28331,37471,,,,3.0,2.0,2.0,,2.0,2.0,2.0,,3.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,3.0,1.0,,,2.0,1.0
1001,28331,40593,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,
1002,28491,4500,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,1.0,,,,,1.0,1.0,,3.0,,,1.0,2.0,1.0,,2.0,
1003,28514,14337,,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,1.0,,,1.0,1.0
1004,28514,44671,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,
1005,28549,16269,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
1006,28583,39269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1007,28583,41164,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
1008,28583,43581,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
1009,28715,21751,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
1010,28765,7798,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,4.0,
1011,28765,10012,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0
1012,28765,20976,1.0,1.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,,1.0,
1013,28765,42990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
1014,28765,46126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1015,28765,46636,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1016,28804,16588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
1017,28808,9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1018,28830,5043,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
1019,28830,22395,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,28830,30228,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1021,28830,30302,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1022,28830,33504,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
1023,28855,30406,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,29120,48680,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1025,29284,20556,,,1.0,1.0,,1.0,1.0,2.0,1.0,,,2.0,,,1.0,,,,1.0,1.0,1.0,,,1.0,6.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,5.0,1.0,1.0,,6.0,
1026,29284,36205,,,,,2.0,,1.0,,2.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,4.0,1.0,1.0,,5.0,2.0,1.0,1.0,4.0
1027,29284,52456,,,2.0,,,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,3.0,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,4.0,,1.0,1.0,2.0,1.0,
1028,29399,4467,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,
1029,29399,14750,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,
1030,29399,15085,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
1031,29399,21951,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
1032,29399,35883,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,
1033,29418,4020,,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,
1034,29454,2546,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,29754,53351,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
1036,29909,50151,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1037,29951,27462,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
1038,30034,4917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1039,30034,7772,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,
1040,30034,7948,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
1041,30034,15936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1042,30084,27699,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,30084,39269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,
1044,30084,48512,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,
1045,30118,5043,1.0,,1.0,2.0,,3.0,1.0,2.0,,,,6.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,2.0,
1046,30166,2534,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,30166,39574,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,30234,49041,,,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,
1049,30235,30654,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,
1050,30302,36649,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1051,30410,25903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
1052,30410,43296,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1053,30422,13058,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,1.0
1054,30478,1290,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
1055,30478,30940,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,,2.0,1.0
1056,30478,53630,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
1057,30598,9234,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,30616,2699,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,
1059,30616,23953,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,
1060,30654,25219,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,
1061,30709,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,3.0,
1062,30785,16037,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,1.0,,,1.0,,,,,1.0,,,2.0,,
1063,30785,17741,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1064,30785,19276,,,,,,,,,,,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,2.0,,,,1.0,
1065,30785,20860,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,
1066,30785,23362,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,
1067,30848,52762,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1068,30926,29284,,1.0,1.0,,1.0,2.0,,4.0,2.0,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,,2.0,1.0,1.0,5.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,
1069,30940,1290,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,30940,17604,,1.0,,2.0,1.0,,,,,,,,,1.0,,,1.0,,,,,2.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,
1071,30940,36155,,1.0,,2.0,,,,,,,,,,,,,2.0,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,
1072,30940,44441,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,
1073,30943,33690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1074,30943,35896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
1075,31003,19426,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
1076,31053,45985,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,,1.0,
1077,31185,48302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
1078,31193,16427,,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,
1079,31193,48776,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,
1080,31198,627,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1081,31248,32288,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,
1082,31248,35199,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,
1083,31248,36435,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0
1084,31264,7610,1.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
1085,31264,11205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1086,31264,21778,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1087,31264,41847,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
1088,31264,50130,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
1089,31404,3208,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
1090,31404,16037,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,
1091,31404,20477,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1092,31404,40557,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,
1093,31404,42535,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1094,31414,11675,,,,,,,,,,,,,,1.0,,,,1.0,,,,3.0,1.0,,2.0,2.0,,,,,,,,,1.0,,,,1.0
1095,31414,32849,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,
1096,31633,3598,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
1097,31633,17741,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
1098,31633,22245,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,
1099,31633,31668,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
1100,31633,34870,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1101,31633,47542,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
1102,31633,50927,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,31668,15020,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
1104,31668,15330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1105,31668,20721,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,
